Title,css146c3p1,cssg5y9jx_divcontainsclass_cssg5y9jx,cssg5y9jx,cssg5y9jx1,cssg5y9jx2,cssg5y9jx3,css146c3p14
"Camera so superb, zoom osm very nice mobile I love it....",5,,5,Simply awesome,Review for: Color Pantone Dazzling Blue • RAM 8 GB • Storage 256 GB,," · May, 2025"
"The display and battery backup is awesome.
Camera not tested much
Little bit of heating I can feel while continuous using and charging.",5,,5,Mind-blowing purchase,Review for: Color Pantone Shadow • RAM 8 GB • Storage 256 GB,," · May, 2025"
The fog issue on the camera needs to resolve otherwise all good,4,,4,Really Nice,Review for: Color Pantone Dazzling Blue • RAM 8 GB • Storage 256 GB,Nilesh Bandekar, · 8 months ago
All good ..but 5g jio network issue,4,,4,Delightful,Review for: Color Pantone Shadow • RAM 8 GB • Storage 256 GB,Ajay Kumar," · May, 2025"
"Hello here is the honest review after using almost 6 months 
1. Camera -5/4.2
2. Display- 5/ 4
3. Battery-5/4.5
4. Performance - 5/4.4",5,,5,Great product,Review for: Color Pantone Shadow • RAM 8 GB • Storage 256 GB,, · 8 months ago
"Nice mobile, camera is awesome",5,,5,Wonderful,Review for: Color Pantone Sparkling Grape • RAM 8 GB • Storage 256 GB,, · 11 months ago
Very niceeee amazing 😍,5,,5,Perfect product!,Review for: Color Pantone Dazzling Blue • RAM 8 GB • Storage 256 GB,Flipkart Customer," · May, 2025"
Definitely best all rounder mobile of 2025 🤩💯🔥,4,,4,Wonderful,Review for: Color Pantone Sparkling Grape • RAM 8 GB • Storage 256 GB,Bala," · May, 2025"
"I love this phone ,, Cemera is just wow😍",5,,5,Brilliant,Review for: Color Pantone Sparkling Grape • RAM 8 GB • Storage 256 GB,, · 7 months ago
"Got the replacement from Motorola service center in 4 days (Including weekend.)

I noticed that the camera lens fogs up during use.
Within one hour of delivery, I observed that both the main and telep...",3,,3,Not good,Review for: Color Pantone Shadow • RAM 8 GB • Storage 256 GB,, · 10 months ago
